turbine_id,timestamp,latitude,longitude,wind_speed_mps,power_output_kw,temperature_c
TURB_001,2024-06-02T09:00:00,35.6181,-90.9125,10.48,1154.1,22.3
TURB_001,2024-06-02T10:00:00,35.6181,-90.9125,7.21,918.2,18.1
TURB_001,2024-06-02T11:00:00,35.6181,-90.9125,5.43,-54.2,17.4
TURB_001,2024-06-02T12:00:00,35.6181,-90.9125,7.33,536.6,17.4
TURB_001,2024-06-02T13:00:00,35.6181,-90.9125,7.78,301.8,7.4
TURB_001,2024-06-02T14:00:00,35.6181,-90.9125,6.66,466.7,16.1
TURB_001,2024-06-02T15:00:00,35.6181,-90.9125,4.26,112.1,16.9
TURB_001,2024-06-02T16:00:00,35.6181,-90.9125,5.35,183.7,15.3
TURB_001,2024-06-02T17:00:00,35.6181,-90.9125,4.57,167.1,17.8
TURB_001,2024-06-02T18:00:00,35.6181,-90.9125,11.25,1634.3,8.1
TURB_001,2024-06-02T19:00:00,35.6181,-90.9125,5.19,242.5,17.6
TURB_001,2024-06-02T20:00:00,35.6181,-90.9125,9.55,1640.2,17.9
TURB_001,2024-06-02T21:00:00,35.6181,-90.9125,11.41,1675.0,18.3
TURB_001,2024-06-02T22:00:00,35.6181,-90.9125,7.05,502.8,11.1
TURB_001,2024-06-02T23:00:00,35.6181,-90.9125,7.29,290.3,15.4
TURB_001,2024-06-03T00:00:00,35.6181,-90.9125,14.94,2963.9,18.4
TURB_001,2024-06-03T01:00:00,35.6181,-90.9125,3.16,-62.8,20.4
TURB_001,2024-06-03T02:00:00,35.6181,-90.9125,8.19,334.4,11.4
TURB_001,2024-06-03T03:00:00,35.6181,-90.9125,10.04,865.6,16.1
TURB_001,2024-06-03T04:00:00,35.6181,-90.9125,8.14,408.4,25.7
TURB_001,2024-06-03T05:00:00,35.6181,-90.9125,9.9,565.8,15.9
TURB_001,2024-06-03T06:00:00,35.6181,-90.9125,6.01,388.1,11.0
TURB_001,2024-06-03T07:00:00,35.6181,-90.9125,7.66,549.7,19.3
TURB_001,2024-06-03T08:00:00,35.6181,-90.9125,4.4,18.2,12.6
TURB_001,2024-06-03T09:00:00,35.6181,-90.9125,6.04,573.4,17.0
TURB_001,2024-06-03T10:00:00,35.6181,-90.9125,4.22,258.6,25.6
TURB_001,2024-06-03T11:00:00,35.6181,-90.9125,11.1,1062.8,12.6
TURB_001,2024-06-03T12:00:00,35.6181,-90.9125,11.8,1501.8,17.2
TURB_001,2024-06-03T13:00:00,35.6181,-90.9125,10.32,915.0,14.7
TURB_001,2024-06-03T14:00:00,35.6181,-90.9125,0.0,-204.9,13.7
TURB_001,2024-06-03T15:00:00,35.6181,-90.9125,4.26,403.6,7.8
TURB_001,2024-06-03T16:00:00,35.6181,-90.9125,6.68,324.2,22.2
TURB_001,2024-06-03T17:00:00,35.6181,-90.9125,3.69,283.0,15.1
TURB_001,2024-06-03T18:00:00,35.6181,-90.9125,5.06,221.6,16.0
TURB_001,2024-06-03T19:00:00,35.6181,-90.9125,6.2,252.2,13.1
TURB_001,2024-06-03T20:00:00,35.6181,-90.9125,8.34,712.6,22.9
TURB_001,2024-06-03T21:00:00,35.6181,-90.9125,4.29,505.4,5.2
TURB_001,2024-06-03T22:00:00,35.6181,-90.9125,7.54,547.1,16.4
TURB_001,2024-06-03T23:00:00,35.6181,-90.9125,6.13,188.9,12.5
TURB_001,2024-06-04T00:00:00,35.6181,-90.9125,6.23,411.9,16.8
TURB_001,2024-06-04T01:00:00,35.6181,-90.9125,5.92,387.5,16.5
TURB_001,2024-06-04T02:00:00,35.6181,-90.9125,10.44,1263.4,10.9
TURB_001,2024-06-04T03:00:00,35.6181,-90.9125,6.32,401.8,18.1
TURB_001,2024-06-04T04:00:00,35.6181,-90.9125,7.94,523.5,21.4
TURB_001,2024-06-04T05:00:00,35.6181,-90.9125,6.23,350.7,14.0
TURB_001,2024-06-04T06:00:00,35.6181,-90.9125,7.35,616.3,19.1
TURB_001,2024-06-04T07:00:00,35.6181,-90.9125,10.44,1399.2,15.1
TURB_001,2024-06-04T08:00:00,35.6181,-90.9125,10.05,951.8,16.6
TURB_001,2024-06-04T09:00:00,35.6181,-90.9125,7.61,460.0,18.0
TURB_001,2024-06-04T10:00:00,35.6181,-90.9125,5.55,589.0,10.0
TURB_001,2024-06-04T11:00:00,35.6181,-90.9125,4.36,314.4,19.0
TURB_001,2024-06-04T12:00:00,35.6181,-90.9125,9.87,1087.9,14.9
TURB_001,2024-06-04T13:00:00,35.6181,-90.9125,5.31,164.7,11.6
TURB_001,2024-06-04T14:00:00,35.6181,-90.9125,10.93,1274.7,10.9
TURB_001,2024-06-04T15:00:00,35.6181,-90.9125,7.04,430.9,12.2
TURB_001,2024-06-04T16:00:00,35.6181,-90.9125,5.53,218.2,16.2
TURB_001,2024-06-04T17:00:00,35.6181,-90.9125,6.48,177.8,16.2
TURB_001,2024-06-04T18:00:00,35.6181,-90.9125,3.66,-232.6,11.4
TURB_001,2024-06-04T19:00:00,35.6181,-90.9125,7.36,460.8,22.4
TURB_001,2024-06-04T20:00:00,35.6181,-90.9125,10.57,1149.9,14.9
TURB_001,2024-06-04T21:00:00,35.6181,-90.9125,4.99,120.7,13.6
TURB_001,2024-06-04T22:00:00,35.6181,-90.9125,8.97,555.8,17.6
TURB_001,2024-06-04T23:00:00,35.6181,-90.9125,12.6,1977.8,17.0
TURB_001,2024-06-05T00:00:00,35.6181,-90.9125,10.07,941.0,16.1
TURB_001,2024-06-05T01:00:00,35.6181,-90.9125,8.04,538.8,11.1
TURB_001,2024-06-05T02:00:00,35.6181,-90.9125,8.07,625.8,22.3
TURB_001,2024-06-05T03:00:00,35.6181,-90.9125,10.88,1717.8,11.2
TURB_001,2024-06-05T04:00:00,35.6181,-90.9125,10.62,1233.4,25.9
TURB_001,2024-06-05T05:00:00,35.6181,-90.9125,5.58,5.3,12.0
TURB_001,2024-06-05T06:00:00,35.6181,-90.9125,1.63,-100.8,11.2
TURB_001,2024-06-05T07:00:00,35.6181,-90.9125,8.45,672.0,24.4
TURB_001,2024-06-05T08:00:00,35.6181,-90.9125,10.85,1162.4,10.5
TURB_001,2024-06-05T09:00:00,35.6181,-90.9125,9.48,586.8,24.2
TURB_001,2024-06-05T10:00:00,35.6181,-90.9125,11.54,1442.3,6.4
TURB_001,2024-06-05T11:00:00,35.6181,-90.9125,12.06,1731.8,21.2
TURB_001,2024-06-05T12:00:00,35.6181,-90.9125,3.22,-86.6,15.0
TURB_001,2024-06-05T13:00:00,35.6181,-90.9125,8.14,449.5,18.1
TURB_001,2024-06-05T14:00:00,35.6181,-90.9125,4.8,81.9,15.6
TURB_001,2024-06-05T15:00:00,35.6181,-90.9125,9.54,1011.5,9.4
TURB_001,2024-06-05T16:00:00,35.6181,-90.9125,3.4,294.8,16.7
TURB_001,2024-06-05T17:00:00,35.6181,-90.9125,5.75,500.8,15.6
TURB_001,2024-06-05T18:00:00,35.6181,-90.9125,11.54,1549.5,25.3
TURB_001,2024-06-05T19:00:00,35.6181,-90.9125,13.27,2284.9,19.9
TURB_001,2024-06-05T20:00:00,35.6181,-90.9125,9.94,1254.7,10.2
TURB_001,2024-06-05T21:00:00,35.6181,-90.9125,10.06,1229.2,6.2
TURB_001,2024-06-05T22:00:00,35.6181,-90.9125,4.45,-319.7,13.7
TURB_001,2024-06-05T23:00:00,35.6181,-90.9125,10.15,1347.0,15.4
TURB_001,2024-06-06T00:00:00,35.6181,-90.9125,12.89,1863.6,6.5
TURB_001,2024-06-06T01:00:00,35.6181,-90.9125,7.83,557.5,14.8
TURB_001,2024-06-06T02:00:00,35.6181,-90.9125,1.8,-12.0,8.5
TURB_001,2024-06-06T03:00:00,35.6181,-90.9125,10.01,1076.0,10.3
TURB_001,2024-06-06T04:00:00,35.6181,-90.9125,6.46,57.5,14.7
TURB_001,2024-06-06T05:00:00,35.6181,-90.9125,10.87,1085.6,17.5
TURB_001,2024-06-06T06:00:00,35.6181,-90.9125,6.41,104.7,14.5
TURB_001,2024-06-06T07:00:00,35.6181,-90.9125,4.89,6.5,9.0
TURB_001,2024-06-06T08:00:00,35.6181,-90.9125,13.89,2689.3,11.5
TURB_001,2024-06-06T09:00:00,35.6181,-90.9125,8.64,622.9,13.9
TURB_001,2024-06-06T10:00:00,35.6181,-90.9125,9.84,1105.0,12.3
TURB_001,2024-06-06T11:00:00,35.6181,-90.9125,6.27,191.8,3.5
TURB_001,2024-06-06T12:00:00,35.6181,-90.9125,3.45,314.6,23.2
TURB_001,2024-06-06T13:00:00,35.6181,-90.9125,7.25,496.8,16.6
TURB_001,2024-06-06T14:00:00,35.6181,-90.9125,17.24,3000.0,14.4
TURB_001,2024-06-06T15:00:00,35.6181,-90.9125,5.13,-186.0,16.0
TURB_001,2024-06-06T16:00:00,35.6181,-90.9125,5.73,-96.2,11.8
TURB_001,2024-06-06T17:00:00,35.6181,-90.9125,4.76,445.0,19.4
TURB_001,2024-06-06T18:00:00,35.6181,-90.9125,7.98,803.4,15.4
TURB_001,2024-06-06T19:00:00,35.6181,-90.9125,5.42,463.5,17.7
TURB_001,2024-06-06T20:00:00,35.6181,-90.9125,4.89,78.7,10.6
TURB_001,2024-06-06T21:00:00,35.6181,-90.9125,3.85,242.4,24.5
TURB_001,2024-06-06T22:00:00,35.6181,-90.9125,3.8,167.7,11.7
TURB_001,2024-06-06T23:00:00,35.6181,-90.9125,6.54,161.1,10.7
TURB_001,2024-06-07T00:00:00,35.6181,-90.9125,8.15,374.3,16.4
TURB_001,2024-06-07T01:00:00,35.6181,-90.9125,7.85,435.8,10.5
TURB_001,2024-06-07T02:00:00,35.6181,-90.9125,6.27,397.5,17.5
TURB_001,2024-06-07T03:00:00,35.6181,-90.9125,5.07,150.0,18.8
TURB_001,2024-06-07T04:00:00,35.6181,-90.9125,2.99,135.5,11.7
TURB_001,2024-06-07T05:00:00,35.6181,-90.9125,9.71,763.4,6.0
TURB_001,2024-06-07T06:00:00,35.6181,-90.9125,3.12,39.9,16.3
TURB_001,2024-06-07T07:00:00,35.6181,-90.9125,5.29,275.5,6.7
TURB_001,2024-06-07T08:00:00,35.6181,-90.9125,7.8,232.7,11.7
TURB_001,2024-06-07T09:00:00,35.6181,-90.9125,8.14,367.7,13.1
TURB_001,2024-06-07T10:00:00,35.6181,-90.9125,11.02,1222.5,19.2
TURB_001,2024-06-07T11:00:00,35.6181,-90.9125,4.61,204.0,22.2
TURB_001,2024-06-07T12:00:00,35.6181,-90.9125,0.59,-159.2,17.9
TURB_001,2024-06-07T13:00:00,35.6181,-90.9125,7.39,478.0,12.0
TURB_001,2024-06-07T14:00:00,35.6181,-90.9125,8.26,532.4,20.8
TURB_001,2024-06-07T15:00:00,35.6181,-90.9125,8.76,740.5,12.9
TURB_001,2024-06-07T16:00:00,35.6181,-90.9125,6.54,192.9,17.0
TURB_001,2024-06-07T17:00:00,35.6181,-90.9125,6.74,363.7,25.4
TURB_001,2024-06-07T18:00:00,35.6181,-90.9125,10.61,1130.3,21.0
TURB_001,2024-06-07T19:00:00,35.6181,-90.9125,6.78,-96.5,10.0
TURB_001,2024-06-07T20:00:00,35.6181,-90.9125,2.39,-56.7,15.1
TURB_001,2024-06-07T21:00:00,35.6181,-90.9125,13.03,2277.3,13.9
TURB_001,2024-06-07T22:00:00,35.6181,-90.9125,10.49,711.5,16.2
TURB_001,2024-06-07T23:00:00,35.6181,-90.9125,10.31,801.0,20.7
TURB_002,2024-06-01T00:00:00,44.2607,-96.746,9.02,649.7,18.2
TURB_002,2024-06-01T01:00:00,44.2607,-96.746,14.81,3000.0,16.2
TURB_002,2024-06-01T02:00:00,44.2607,-96.746,6.62,120.4,19.2
TURB_002,2024-06-01T03:00:00,44.2607,-96.746,5.43,174.6,12.6
TURB_002,2024-06-01T04:00:00,44.2607,-96.746,9.44,907.1,20.2
TURB_002,2024-06-01T05:00:00,44.2607,-96.746,6.47,216.9,10.1
TURB_002,2024-06-01T06:00:00,44.2607,-96.746,6.67,371.8,18.8
TURB_002,2024-06-01T07:00:00,44.2607,-96.746,5.23,317.3,21.8
TURB_002,2024-06-01T08:00:00,44.2607,-96.746,9.24,1164.3,11.1
TURB_002,2024-06-01T09:00:00,44.2607,-96.746,4.27,-278.1,22.5
TURB_002,2024-06-01T10:00:00,44.2607,-96.746,9.96,977.9,16.4
TURB_002,2024-06-01T11:00:00,44.2607,-96.746,4.62,588.0,15.6
TURB_002,2024-06-01T12:00:00,44.2607,-96.746,8.33,722.8,17.4
TURB_002,2024-06-01T13:00:00,44.2607,-96.746,8.67,494.0,17.4
TURB_002,2024-06-01T14:00:00,44.2607,-96.746,13.65,2810.2,23.0
TURB_002,2024-06-01T15:00:00,44.2607,-96.746,6.47,72.5,14.4
TURB_002,2024-06-01T16:00:00,44.2607,-96.746,8.17,763.6,6.5
TURB_002,2024-06-01T17:00:00,44.2607,-96.746,12.59,1963.4,12.9
TURB_002,2024-06-01T18:00:00,44.2607,-96.746,4.96,-208.7,19.1
TURB_002,2024-06-01T19:00:00,44.2607,-96.746,8.22,297.4,8.5
TURB_002,2024-06-01T20:00:00,44.2607,-96.746,6.99,675.7,13.7
TURB_002,2024-06-01T21:00:00,44.2607,-96.746,3.49,-6.6,13.6
TURB_002,2024-06-01T22:00:00,44.2607,-96.746,0.0,-10.9,13.8
TURB_002,2024-06-01T23:00:00,44.2607,-96.746,10.09,1396.6,20.6
TURB_002,2024-06-02T00:00:00,44.2607,-96.746,7.19,150.9,27.9
TURB_002,2024-06-02T01:00:00,44.2607,-96.746,8.18,549.7,14.9
TURB_002,2024-06-02T02:00:00,44.2607,-96.746,8.59,605.9,12.1
TURB_002,2024-06-02T03:00:00,44.2607,-96.746,6.36,250.6,12.3
TURB_002,2024-06-02T04:00:00,44.2607,-96.746,5.86,222.7,13.7
TURB_002,2024-06-02T05:00:00,44.2607,-96.746,12.51,1428.6,20.5
TURB_002,2024-06-02T06:00:00,44.2607,-96.746,11.74,1202.7,13.3
TURB_002,2024-06-02T07:00:00,44.2607,-96.746,6.89,45.0,11.1
TURB_002,2024-06-02T08:00:00,44.2607,-96.746,4.67,452.2,19.7
TURB_002,2024-06-02T09:00:00,44.2607,-96.746,11.81,1793.5,9.4
TURB_002,2024-06-02T10:00:00,44.2607,-96.746,6.43,363.3,8.9
TURB_002,2024-06-02T11:00:00,44.2607,-96.746,10.14,994.2,13.1
TURB_002,2024-06-02T12:00:00,44.2607,-96.746,10.13,1129.2,13.2
TURB_002,2024-06-02T13:00:00,44.2607,-96.746,11.48,1295.9,18.1
TURB_002,2024-06-02T14:00:00,44.2607,-96.746,9.78,873.3,16.6
TURB_002,2024-06-02T15:00:00,44.2607,-96.746,4.25,261.4,14.1
TURB_002,2024-06-02T16:00:00,44.2607,-96.746,6.43,475.9,11.5
TURB_002,2024-06-02T17:00:00,44.2607,-96.746,3.77,-257.5,18.0
TURB_002,2024-06-02T18:00:00,44.2607,-96.746,4.16,422.9,4.6
TURB_002,2024-06-02T19:00:00,44.2607,-96.746,13.09,2284.8,14.5
TURB_002,2024-06-02T20:00:00,44.2607,-96.746,6.37,337.7,14.8
TURB_002,2024-06-02T21:00:00,44.2607,-96.746,11.31,1469.5,15.8
TURB_002,2024-06-02T22:00:00,44.2607,-96.746,6.91,318.4,16.5
TURB_002,2024-06-02T23:00:00,44.2607,-96.746,2.87,-246.0,18.7
TURB_002,2024-06-03T00:00:00,44.2607,-96.746,8.51,580.1,15.1
TURB_002,2024-06-03T01:00:00,44.2607,-96.746,9.04,631.5,11.1
TURB_002,2024-06-03T02:00:00,44.2607,-96.746,8.59,437.6,17.0
TURB_002,2024-06-03T03:00:00,44.2607,-96.746,2.89,230.0,17.4
TURB_002,2024-06-03T04:00:00,44.2607,-96.746,8.77,870.6,23.3
TURB_002,2024-06-03T05:00:00,44.2607,-96.746,11.04,978.5,8.6
TURB_002,2024-06-03T06:00:00,44.2607,-96.746,6.13,235.1,17.6
TURB_002,2024-06-03T07:00:00,44.2607,-96.746,5.82,234.8,11.2
TURB_002,2024-06-03T08:00:00,44.2607,-96.746,6.17,-47.0,10.4
TURB_002,2024-06-03T09:00:00,44.2607,-96.746,3.94,-133.8,20.3
TURB_002,2024-06-03T10:00:00,44.2607,-96.746,5.15,663.2,17.5
TURB_002,2024-06-03T11:00:00,44.2607,-96.746,8.55,454.3,18.5
TURB_002,2024-06-03T12:00:00,44.2607,-96.746,6.27,271.3,27.8
TURB_002,2024-06-03T13:00:00,44.2607,-96.746,7.71,688.5,11.5
TURB_002,2024-06-03T14:00:00,44.2607,-96.746,7.9,846.3,11.9
TURB_002,2024-06-03T15:00:00,44.2607,-96.746,13.44,2567.8,12.2
TURB_002,2024-06-03T16:00:00,44.2607,-96.746,9.9,1164.0,18.1
TURB_002,2024-06-03T17:00:00,44.2607,-96.746,3.29,-109.8,13.8
TURB_002,2024-06-03T18:00:00,44.2607,-96.746,7.78,594.4,15.9
TURB_002,2024-06-03T19:00:00,44.2607,-96.746,3.99,139.8,18.1
TURB_002,2024-06-03T20:00:00,44.2607,-96.746,9.68,1123.0,19.2
TURB_002,2024-06-03T21:00:00,44.2607,-96.746,9.38,810.6,6.7
TURB_002,2024-06-03T22:00:00,44.2607,-96.746,9.29,843.0,16.4
TURB_002,2024-06-03T23:00:00,44.2607,-96.746,4.17,-143.7,20.3
TURB_002,2024-06-04T00:00:00,44.2607,-96.746,7.88,625.9,15.1
TURB_002,2024-06-04T01:00:00,44.2607,-96.746,8.09,717.0,12.4
TURB_002,2024-06-04T02:00:00,44.2607,-96.746,8.29,476.9,12.8
TURB_002,2024-06-04T03:00:00,44.2607,-96.746,7.07,398.2,12.6
TURB_002,2024-06-04T04:00:00,44.2607,-96.746,11.77,1450.5,14.1
TURB_002,2024-06-04T05:00:00,44.2607,-96.746,6.68,587.6,16.0
TURB_002,2024-06-04T06:00:00,44.2607,-96.746,11.1,1068.9,16.3
TURB_002,2024-06-04T07:00:00,44.2607,-96.746,10.67,1230.8,20.3
TURB_002,2024-06-04T08:00:00,44.2607,-96.746,6.45,550.0,26.5
TURB_002,2024-06-04T09:00:00,44.2607,-96.746,6.91,241.1,22.3
TURB_002,2024-06-04T10:00:00,44.2607,-96.746,12.74,1962.6,12.9
TURB_002,2024-06-04T11:00:00,44.2607,-96.746,7.15,97.3,10.4
TURB_002,2024-06-04T12:00:00,44.2607,-96.746,4.99,-29.5,14.8
TURB_002,2024-06-04T13:00:00,44.2607,-96.746,8.7,969.2,10.0
TURB_002,2024-06-04T14:00:00,44.2607,-96.746,10.95,1271.2,14.8
TURB_002,2024-06-04T15:00:00,44.2607,-96.746,10.02,782.8,16.9
TURB_002,2024-06-04T16:00:00,44.2607,-96.746,8.5,712.5,16.4
TURB_002,2024-06-04T17:00:00,44.2607,-96.746,15.37,3000.0,12.3
TURB_002,2024-06-04T18:00:00,44.2607,-96.746,6.13,119.3,11.8
TURB_002,2024-06-04T19:00:00,44.2607,-96.746,11.57,1831.7,12.1
TURB_002,2024-06-04T20:00:00,44.2607,-96.746,5.5,260.9,12.2
TURB_002,2024-06-04T21:00:00,44.2607,-96.746,9.9,1010.5,7.4
TURB_002,2024-06-04T22:00:00,44.2607,-96.746,12.64,2379.9,11.9
TURB_002,2024-06-04T23:00:00,44.2607,-96.746,6.84,376.8,16.7
TURB_002,2024-06-05T00:00:00,44.2607,-96.746,9.98,1394.7,14.1
TURB_002,2024-06-05T01:00:00,44.2607,-96.746,5.61,-99.8,11.3
TURB_002,2024-06-05T02:00:00,44.2607,-96.746,7.9,852.1,12.4
TURB_002,2024-06-05T03:00:00,44.2607,-96.746,8.67,648.7,20.9
TURB_002,2024-06-05T04:00:00,44.2607,-96.746,15.58,3000.0,12.6
TURB_002,2024-06-05T05:00:00,44.2607,-96.746,11.13,1516.1,24.2
TURB_002,2024-06-05T06:00:00,44.2607,-96.746,9.75,855.5,18.0
TURB_002,2024-06-05T07:00:00,44.2607,-96.746,11.33,1617.0,17.5
TURB_002,2024-06-05T08:00:00,44.2607,-96.746,11.2,1638.8,21.9
TURB_002,2024-06-05T09:00:00,44.2607,-96.746,9.95,950.5,15.7
TURB_002,2024-06-05T10:00:00,44.2607,-96.746,11.62,1405.4,16.8
TURB_002,2024-06-05T11:00:00,44.2607,-96.746,6.82,323.0,21.4
TURB_002,2024-06-05T12:00:00,44.2607,-96.746,8.57,639.4,8.2
TURB_002,2024-06-05T13:00:00,44.2607,-96.746,10.24,1202.4,25.8
TURB_002,2024-06-05T14:00:00,44.2607,-96.746,7.08,398.2,16.2
TURB_002,2024-06-05T15:00:00,44.2607,-96.746,12.73,2045.0,16.4
TURB_002,2024-06-05T16:00:00,44.2607,-96.746,9.82,985.4,12.8
TURB_002,2024-06-05T17:00:00,44.2607,-96.746,8.58,846.9,9.9
TURB_002,2024-06-05T18:00:00,44.2607,-96.746,8.4,452.4,21.0
TURB_002,2024-06-05T19:00:00,44.2607,-96.746,3.43,-71.4,16.9
TURB_002,2024-06-05T20:00:00,44.2607,-96.746,12.7,2033.6,12.2
TURB_002,2024-06-05T21:00:00,44.2607,-96.746,13.64,2250.1,4.0
TURB_002,2024-06-05T22:00:00,44.2607,-96.746,9.32,709.2,9.9
TURB_002,2024-06-05T23:00:00,44.2607,-96.746,10.13,1086.8,12.2
TURB_002,2024-06-06T00:00:00,44.2607,-96.746,4.16,246.4,18.3
TURB_002,2024-06-06T01:00:00,44.2607,-96.746,7.7,826.3,9.6
TURB_002,2024-06-06T02:00:00,44.2607,-96.746,3.42,-98.3,14.8
TURB_002,2024-06-06T03:00:00,44.2607,-96.746,8.73,617.1,16.8
TURB_002,2024-06-06T04:00:00,44.2607,-96.746,4.25,365.3,14.6
TURB_002,2024-06-06T05:00:00,44.2607,-96.746,11.35,1531.4,17.3
TURB_002,2024-06-06T06:00:00,44.2607,-96.746,9.71,1004.8,18.2
TURB_002,2024-06-06T07:00:00,44.2607,-96.746,11.99,1761.9,18.5
TURB_002,2024-06-06T08:00:00,44.2607,-96.746,7.73,750.1,11.6
TURB_002,2024-06-06T09:00:00,44.2607,-96.746,13.4,2399.6,7.8
TURB_002,2024-06-06T10:00:00,44.2607,-96.746,8.38,453.2,19.2
TURB_002,2024-06-06T11:00:00,44.2607,-96.746,6.04,131.3,5.6
TURB_002,2024-06-06T12:00:00,44.2607,-96.746,6.64,-191.6,7.1
TURB_002,2024-06-06T13:00:00,44.2607,-96.746,10.28,1243.9,17.1
TURB_002,2024-06-06T14:00:00,44.2607,-96.746,5.1,123.0,15.0
TURB_002,2024-06-06T15:00:00,44.2607,-96.746,4.52,393.3,19.4
TURB_002,2024-06-06T16:00:00,44.2607,-96.746,7.34,400.4,16.0
TURB_002,2024-06-06T17:00:00,44.2607,-96.746,1.87,-42.8,11.6
TURB_002,2024-06-06T18:00:00,44.2607,-96.746,5.0,68.4,24.0
TURB_002,2024-06-06T19:00:00,44.2607,-96.746,9.92,862.7,17.9
TURB_002,2024-06-06T20:00:00,44.2607,-96.746,12.2,1999.9,15.3
TURB_002,2024-06-06T21:00:00,44.2607,-96.746,6.06,362.1,17.0
TURB_002,2024-06-06T22:00:00,44.2607,-96.746,10.69,1347.1,20.2
TURB_002,2024-06-06T23:00:00,44.2607,-96.746,6.39,524.9,16.0
TURB_002,2024-06-07T00:00:00,44.2607,-96.746,14.23,2741.1,23.7
TURB_002,2024-06-07T01:00:00,44.2607,-96.746,8.59,504.4,12.6
TURB_002,2024-06-07T02:00:00,44.2607,-96.746,7.04,433.6,17.6
TURB_002,2024-06-07T03:00:00,44.2607,-96.746,6.28,242.7,25.7
TURB_002,2024-06-07T04:00:00,44.2607,-96.746,13.18,2378.2,15.2
TURB_002,2024-06-07T05:00:00,44.2607,-96.746,8.36,707.0,9.9
TURB_002,2024-06-07T06:00:00,44.2607,-96.746,7.23,43.9,17.0
TURB_002,2024-06-07T07:00:00,44.2607,-96.746,9.94,885.9,22.9
TURB_002,2024-06-07T08:00:00,44.2607,-96.746,4.32,-212.1,16.1
TURB_002,2024-06-07T09:00:00,44.2607,-96.746,11.14,1719.7,12.7
TURB_002,2024-06-07T10:00:00,44.2607,-96.746,11.24,1410.8,14.1
TURB_002,2024-06-07T11:00:00,44.2607,-96.746,10.65,1338.7,7.1
TURB_002,2024-06-07T12:00:00,44.2607,-96.746,12.43,2196.3,11.9
TURB_002,2024-06-07T13:00:00,44.2607,-96.746,9.19,874.3,16.3
TURB_002,2024-06-07T14:00:00,44.2607,-96.746,6.35,121.6,14.9
TURB_002,2024-06-07T15:00:00,44.2607,-96.746,11.52,1636.8,13.1
TURB_002,2024-06-07T16:00:00,44.2607,-96.746,10.32,527.8,20.7
TURB_002,2024-06-07T17:00:00,44.2607,-96.746,2.78,-51.0,9.4
TURB_002,2024-06-07T18:00:00,44.2607,-96.746,4.12,301.9,12.7
TURB_002,2024-06-07T19:00:00,44.2607,-96.746,9.04,729.3,17.4
